CRITICAL:root:('a', 'd', 'e', 'c', 'd', 'e', 'c', 'd', 'a', 'a') 1362
CRITICAL:root:('a', 'd', 'e', 'c', 'd', 'e', 'c', 'b', 'd', 'b', 'b') 1478
CRITICAL:root:('a', 'd', 'e', 'c', 'd', 'e', 'c', 'b', 'd', 'c', 'a') 1496
CRITICAL:root:('a', 'e', 'a', 'c', 'd', 'e', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('a', 'e', 'a', 'd', 'c', 'e', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('a', 'e', 'c', 'a', 'd', 'c', 'e', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('a', 'e', 'c', 'a', 'd', 'e', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('a', 'e', 'c', 'd', 'a', 'c', 'e', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('a', 'e', 'c', 'd', 'a', 'e', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('a', 'e', 'c', 'd', 'a', 'e', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('a', 'e', 'c', 'd', 'e', 'a', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('a', 'e', 'c', 'd', 'e', 'a', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('a', 'e', 'c', 'd', 'e', 'c', 'a', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('a', 'e', 'c', 'd', 'e', 'c', 'd', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('a', 'e', 'd', 'a', 'c', 'e', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('a', 'e', 'd', 'c', 'a', 'e', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('a', 'e', 'd', 'c', 'a', 'e', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('a', 'e', 'd', 'c', 'e', 'a', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('a', 'e', 'd', 'c', 'e', 'a', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('a', 'e', 'd', 'c', 'e', 'd', 'a', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('a', 'e', 'd', 'c', 'e', 'd', 'c', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'a', 'a', 'e', 'd', 'c', 'e', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'a', 'e', 'a', 'd', 'c', 'e', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'a', 'e', 'a', 'd', 'e', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'a', 'e', 'c', 'd', 'a', 'e', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'a', 'e', 'c', 'd', 'e', 'a', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'a', 'e', 'd', 'a', 'c', 'e', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'a', 'e', 'd', 'a', 'e', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'a', 'e', 'd', 'a', 'e', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'a', 'e', 'd', 'c', 'a', 'e', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'a', 'e', 'd', 'c', 'e', 'a', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'a', 'e', 'd', 'c', 'e', 'd', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'a', 'a', 'd', 'c', 'e', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'a', 'a', 'd', 'e', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'a', 'c', 'd', 'a', 'e', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'a', 'c', 'd', 'e', 'a', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'a', 'd', 'a', 'c', 'e', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'a', 'd', 'a', 'e', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'a', 'd', 'a', 'e', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'a', 'd', 'c', 'a', 'e', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'a', 'd', 'c', 'e', 'a', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'a', 'd', 'c', 'e', 'd', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'a', 'd', 'e', 'a', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'a', 'd', 'e', 'a', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'a', 'd', 'e', 'c', 'a', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'a', 'd', 'e', 'c', 'd', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'd', 'a', 'a', 'c', 'e', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'd', 'a', 'a', 'e', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'd', 'a', 'a', 'e', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'd', 'a', 'c', 'a', 'e', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'd', 'a', 'c', 'e', 'a', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'd', 'a', 'c', 'e', 'd', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'd', 'a', 'e', 'a', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'd', 'a', 'e', 'a', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'd', 'a', 'e', 'c', 'a', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'd', 'a', 'e', 'c', 'd', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'd', 'a', 'e', 'd', 'a', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'd', 'a', 'e', 'd', 'c', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'd', 'c', 'a', 'a', 'e', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'd', 'c', 'a', 'e', 'a', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'd', 'c', 'a', 'e', 'd', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'd', 'c', 'e', 'a', 'a', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'd', 'c', 'e', 'a', 'd', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('c', 'e', 'd', 'c', 'e', 'd', 'a', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'a', 'e', 'a', 'c', 'e', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'a', 'e', 'c', 'a', 'e', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'a', 'e', 'c', 'a', 'e', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'a', 'e', 'c', 'd', 'e', 'a', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'a', 'e', 'c', 'd', 'e', 'c', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'a', 'e', 'd', 'c', 'e', 'a', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'e', 'a', 'a', 'c', 'e', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'e', 'a', 'c', 'a', 'e', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'e', 'a', 'c', 'a', 'e', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'e', 'a', 'c', 'd', 'e', 'a', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'e', 'a', 'c', 'd', 'e', 'c', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'e', 'a', 'c', 'e', 'a', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'e', 'a', 'c', 'e', 'a', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'e', 'a', 'c', 'e', 'd', 'a', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'e', 'a', 'c', 'e', 'd', 'c', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'a', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'e', 'c', 'a', 'a', 'c', 'e', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'e', 'c', 'a', 'a', 'e', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'e', 'c', 'a', 'a', 'e', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'e', 'c', 'a', 'd', 'e', 'a', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'e', 'c', 'a', 'd', 'e', 'c', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'e', 'c', 'a', 'e', 'a', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'e', 'c', 'a', 'e', 'a', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'e', 'c', 'a', 'e', 'c', 'a', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'e', 'c', 'a', 'e', 'c', 'd', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'e', 'c', 'a', 'e', 'd', 'a', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'e', 'c', 'a', 'e', 'd', 'c', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'e', 'c', 'd', 'a', 'e', 'a', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'e', 'c', 'd', 'a', 'e', 'c', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'e', 'c', 'd', 'e', 'a', 'a', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'e', 'c', 'd', 'e', 'a', 'c', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('d', 'e', 'c', 'd', 'e', 'c', 'a', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'a', 'a', 'c', 'd', 'e', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'a', 'a', 'd', 'c', 'e', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'a', 'c', 'a', 'd', 'c', 'e', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'a', 'c', 'a', 'd', 'e', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'a', 'c', 'd', 'a', 'c', 'e', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'a', 'c', 'd', 'a', 'e', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'a', 'c', 'd', 'a', 'e', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'a', 'c', 'd', 'e', 'a', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'a', 'c', 'd', 'e', 'a', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'a', 'c', 'd', 'e', 'c', 'a', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'a', 'c', 'd', 'e', 'c', 'd', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'a', 'c', 'e', 'd', 'a', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'a', 'c', 'e', 'd', 'c', 'a', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'a', 'd', 'a', 'c', 'e', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'a', 'd', 'c', 'a', 'e', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'a', 'd', 'c', 'a', 'e', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'a', 'd', 'c', 'e', 'a', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'a', 'd', 'c', 'e', 'a', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'a', 'd', 'c', 'e', 'd', 'a', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'a', 'd', 'c', 'e', 'd', 'c', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'a', 'd', 'e', 'c', 'a', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'a', 'd', 'e', 'c', 'd', 'a', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'a', 'a', 'd', 'c', 'e', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'a', 'a', 'd', 'e', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'a', 'd', 'a', 'c', 'e', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'a', 'd', 'a', 'e', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'a', 'd', 'a', 'e', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'a', 'd', 'c', 'a', 'e', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'a', 'd', 'c', 'e', 'a', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'a', 'd', 'c', 'e', 'd', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'a', 'd', 'e', 'a', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'a', 'd', 'e', 'a', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'a', 'd', 'e', 'c', 'a', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'a', 'd', 'e', 'c', 'd', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'a', 'e', 'd', 'a', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'a', 'e', 'd', 'c', 'a', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'd', 'a', 'a', 'c', 'e', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'd', 'a', 'a', 'e', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'd', 'a', 'a', 'e', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'd', 'a', 'c', 'a', 'e', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'd', 'a', 'c', 'e', 'a', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'd', 'a', 'c', 'e', 'd', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'd', 'a', 'e', 'a', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'd', 'a', 'e', 'a', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'd', 'a', 'e', 'c', 'a', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'd', 'a', 'e', 'c', 'd', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'd', 'a', 'e', 'd', 'a', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'd', 'a', 'e', 'd', 'c', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'd', 'e', 'a', 'a', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'd', 'e', 'a', 'a', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'd', 'e', 'a', 'c', 'a', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'd', 'e', 'a', 'c', 'd', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'd', 'e', 'a', 'd', 'a', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'd', 'e', 'a', 'd', 'c', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'd', 'e', 'c', 'a', 'a', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'd', 'e', 'c', 'a', 'd', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'c', 'd', 'e', 'c', 'd', 'a', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'a', 'a', 'c', 'e', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'a', 'c', 'a', 'e', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'a', 'c', 'a', 'e', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'a', 'c', 'd', 'e', 'a', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'a', 'c', 'd', 'e', 'c', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'a', 'c', 'e', 'a', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'a', 'c', 'e', 'a', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'a', 'c', 'e', 'd', 'a', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'a', 'c', 'e', 'd', 'c', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'a', 'e', 'c', 'a', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'a', 'e', 'c', 'd', 'a', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'c', 'a', 'a', 'c', 'e', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'c', 'a', 'a', 'e', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'c', 'a', 'a', 'e', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'c', 'a', 'd', 'e', 'a', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'c', 'a', 'd', 'e', 'c', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'c', 'a', 'e', 'a', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'c', 'a', 'e', 'a', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'c', 'a', 'e', 'c', 'a', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'c', 'a', 'e', 'c', 'd', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'c', 'a', 'e', 'd', 'a', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'c', 'a', 'e', 'd', 'c', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'c', 'e', 'a', 'a', 'c', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'c', 'e', 'a', 'a', 'd', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'c', 'e', 'a', 'c', 'a', 'd', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'c', 'e', 'a', 'c', 'd', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'c', 'e', 'a', 'd', 'a', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'c', 'e', 'a', 'd', 'c', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'c', 'e', 'd', 'a', 'a', 'c', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'c', 'e', 'd', 'a', 'c', 'a', 'a', 'a', 'a') 1295
CRITICAL:root:('e', 'd', 'c', 'e', 'd', 'c', 'a', 'a', 'a', 'a', 'a') 1295
